Name,Rating,Address,Price,ID,Reviews
Humberto's Taco Shop,4.0,1015 25th St,$,0h9sxN8o3BZqMywX7QSwqQ,"[{'Text': 'Another rec from my bro for the carne asada fries.\nIt was huge and loaded up!  Fed me and wife and sleepy kid and there were still fries leftover we...', 'Rating': 5}, {'Text': 'Humbertos Taco Shop is located in Golden Hill on 25th and Broadway just minutes from beautiful downtown, San Diego serving up some of the finest Mexican...', 'Rating': 4}, {'Text': 'First timer guest here. We returned to this spot after picking up food during a DoorDash delivery. It smelled so good and the portions were a good size to...', 'Rating': 4}]"
Sombrero Mexican Food,3.0,6178 Mission Gorge Rd,$,UeNzslkZdQRipe3TFW_GVg,"[{'Text': 'Mistakes happen with orders.  This was corrected immediately and politely. Still observing Covid-19 guidelines...THANK YOU!', 'Rating': 5}, {'Text': ""It's that time of the year when you see alot of restaurants/ fast foods sell tamales .  I saw the billboard of Sombrero tamales advertised on Mission Gorge...."", 'Rating': 3}, {'Text': ""There was a time many years ago when I and several of my friends considered Sombrero's one of the top taco shops in town. Like 25 years ago actually. They..."", 'Rating': 3}]"
El Rey Tacos a Vapor,4.5,2104 El Cajon Blvd,,c-dMCoJgUAtp6YcdJy1RGA,"[{'Text': 'The best tacos a vapor on this side of the border!!!!\nThey remind me of the tacos my dad would buy us from this little stand close to the Parque Teniente...', 'Rating': 5}, {'Text': 'Get your sleeping bag ready because the only way you can try a taco from this place is if you camp out a day before.  You guys should think of having a...', 'Rating': 1}, {'Text': 'My wife and I had their carne asada tacos, and they were delicious! Their sauces were great too, but their flavor of the green (spicier here) honestly...', 'Rating': 5}]"
La Fachada,4.0,20 25th St,$,uqBl_FBwUA3koLg2GGClLg,"[{'Text': 'Cinco Estrellas!  \nI was feeling under the weather  and wanted a low carb high protein rich soup. I thought about getting Pho but the rice noodles were not...', 'Rating': 5}, {'Text': 'The best carnitas and el pastor tacos I ever had in my life wow! So delicious. Crispy crunchy fresh l. All I can say is wow they are fire ! \n\nBest taco I...', 'Rating': 5}, {'Text': ""This is a must have every time I come to the area.  Fish taco is easily my personal favorite, but honestly it's all amazing.\n\nFYI: seating is limited and..."", 'Rating': 5}]"
Carmelita's Kitchen de Mexico,4.0,101 Park Plz,,vTiuZaurE6FBfagi3KOXHQ,"[{'Text': 'DElicious!!! Service was stupendous as well. A perfect, post-Padre game spot!', 'Rating': 5}, {'Text': ""Sadly we were not impressed. \nArrived between lunch and dinner.Maybe that's why they were understaffed, but it was the holiday bowl at Petco Park and they..."", 'Rating': 1}, {'Text': 'Food was alright. \nNot worth the 25 minute drive for me, plus the headache from parking. \n\nPlace was empty, one couple leaving as we were coming in. Decor...', 'Rating': 3}]"
Kiko's Place Seafood,4.5,Corner Of Mission Center Rd And Hazard Center Dr,$,p5eu9JPW8XT__f3afPQNyQ,"[{'Text': ""Probably the best food truck I've ever had! KIKO, YOURE AWESOME!!! \n\nLocated across the mall at the gas station parking lot. The truck is fully lit up..."", 'Rating': 5}, {'Text': 'Shrimp ceviche and octopus tacos are so delicious! \n\nThe gentleman gave us a cup of shrimp\nConsomé for free. The michelada mix cups ""escarchado"" is perfect...', 'Rating': 5}, {'Text': 'Fish Tacos are delicious!\nService is amazing. The lady is always nice and smiling.\nTop 5 in SD for sure.', 'Rating': 5}]"
Chachos Tacos,4.5,8262 Clairemont Blvd,$,e8I1GAJgBdl2f8KksYCVNg,"[{'Text': 'Just visited while getting a beer at Societe. Flavor and quality were there, enjoyed my Carne Asada and Carnitas tacos, little thimble of salsa had really...', 'Rating': 5}, {'Text': 'I thought the carne asada burrito I had was pretty good overall.  Portion size was decent enough.  I did like that there was an option to customize the...', 'Rating': 4}, {'Text': 'Seriously impressed! Had the surf and turf, al pastor, then went back for a third and tried the pollo adobado. \n\nMy favorite was the surf and turf, but the...', 'Rating': 5}]"
Tierrasanta Mexican Restaurant,3.5,5950 Santo Rd,$$,GrLYSGURWeFtBf1UeAHfSQ,"[{'Text': 'Good food. Decent service. Nice ambiance. Fish tank. Just what the doctor ordered. Do it.', 'Rating': 5}, {'Text': 'I stopped there for lunch and have some Mexican food. \nThis place served great selection of Mexican dishes. The place is good and has pleasant atmosphere....', 'Rating': 3}, {'Text': 'Wake up lazy on the weekend... Craving breakfast? Just so happens to be a Sunday? \nCome get yourself the Sunday champagne breakfast special!!! \nMy...', 'Rating': 5}]"
Werewolf,4.5,627 Fourth Ave,$$,IuX5vCDzmHzjbNi3wRD5Nw,"[{'Text': ""I don't ever review, but I rely on reviews to get me to the right places. I'm reviewing today because this place was AWESOME. The food, the drinks, and our..."", 'Rating': 5}, {'Text': 'Seriously delicious.  The service was amazing... no complaints at all.  Devon and Lillian were so friendly and the food and bloody were on point!  First day...', 'Rating': 5}, {'Text': 'What a fun place, food was fantastic, and our service Mike was amazing. Highly recommended!', 'Rating': 5}]"
Miguel's Cocina,3.5,10514 Craftsman Way,$$,DQT-_aFtBF1KUA4Xt_5aMw,"[{'Text': 'Today was my 1st time coming to this place.\nTacos Al carbon are very delicious.\nThe tortillas are made in house. \nThe rice and beans that are included in...', 'Rating': 5}, {'Text': ""Miguel's at 4S Commons has great food, good ambiance and pretty good service.\nGo here for the food but be warned that it takes a while to get your food...."", 'Rating': 4}, {'Text': 'Food 5/5\nDrinks 5/5\nAtmosphere 5/5\nCleanliness 5/5\nCustomer service. 4/5\nSpeed 3/5\nPrice 3/5\n\nOutdoor seating? Yes, beautiful patio\nWheelchair access?...', 'Rating': 4}]"
Cafe Sevilla,4.0,353 5th Ave,$$,7g8CKU-UqEJ4bnIH2G5HCQ,"[{'Text': 'Customer service was excellent at the bar, now we are having dinner and listening to great music.', 'Rating': 5}, {'Text': ""Great food, excellent service, awesome ambiance, a bit pricey but worth every cent! \nI'll be going to this place more frequently!!"", 'Rating': 5}, {'Text': 'Great food and great service.\nOur server Andrew made sure to explain every plate  in detail and made our experience great.', 'Rating': 5}]"
Del's Hideout,4.5,5351 Adobe Falls Rd,$$,2XLJwVi9y9p8P1N1ETdpWw,"[{'Text': 'Might be the best BBQ in San Diego.  Brisket was super tender and juicy.  Ribs fell off the bone with a great smoke ring.  Pulled pork was very flavorful....', 'Rating': 5}, {'Text': ""Came here while visiting San Diego.\n\nThe atmosphere is fun and vibrant.\n\nLoud music playing.  TV's with sports. \n\nWaiters and waitresses all nice and..."", 'Rating': 4}, {'Text': ""Came back after a long hiatus from having bbq and Del's Hideout is still that good. I wish they kept the deviled eggs on the menu as I wanted to try them..."", 'Rating': 5}]"
El Patron Traditional Mexican Grill,4.0,9460 Mira Mesa Blvd,$,WsY64p6s4BG4wKeJaR0iyg,"[{'Text': ""I was looking around for a taco Tuesday deals without too much driving and although I couldn't find many deals online, I knew El Patron was nearby and..."", 'Rating': 5}, {'Text': 'I ordered online and the food was ready when it predicted to be.\n\nAcapulco Burrito had a generous number of plump shrimps, plenty of mushroom slices, and a...', 'Rating': 5}, {'Text': ""Years a go, when I lived in Mira Mesa, this was the go to spot. It seems it hasn't missed a beat. Looks like they renovated the place. It's clean and looks..."", 'Rating': 4}]"
La Fuente,2.5,1227 University Ave,$,duQHeTEkvad8idf3OIm6TQ,"[{'Text': 'Literally never done a yelp review, but I feel this place deserves some love. No idea why the reviews are so bad. The food here is always so good and all...', 'Rating': 5}, {'Text': ""Service is fast, food is fair priced, and well portioned. I'd come back for a quick fix. I enjoyed their hot Cheetos burrito and al pastor tacos. I really..."", 'Rating': 3}, {'Text': 'Stopped here today after a couple of adult beverages at Gossip across the street.\n\nIt was around 4:30pm. I ordered 5 rolled tacos. Two beef and two chicken....', 'Rating': 4}]"
Smack'n Guamanian Grill,4.5,9506 Miramar Rd,$$,ah0g8YxYJRlNtCv29LWyMQ,"[{'Text': ""I recently had the pleasure of dining at Smack'n Guamanian Grill and I have to say, it was an amazing experience. From the moment we walked in, we were..."", 'Rating': 5}, {'Text': 'As you walk in, you can relate if you are from Guam. The walls have a siding of aluminum and wood. Most houses in Guam have aluminum and wood roof. \n\nThe...', 'Rating': 5}, {'Text': ""This is my first time trying this Guamanian restaurant and boy was I disappointed. The meats were over cooked, dry and the taste wasn't great. I think it's..."", 'Rating': 2}]"
Todo Pa' La Cruda,4.5,2851 Imperial Ave,$$,_Yx2xvx-dO9bV2xb-s-nmw,"[{'Text': 'We order  Carne asada chips with guacamole and churros. The lady charged us almost 30 dollars. I asked the lady if it comes with guacamole she said yes, I...', 'Rating': 3}, {'Text': 'The food is very authentic and tasty. \nOn the weekends  they have Karaoke \n\nI had  one fried fish tacos excellent and the birria tacos.', 'Rating': 5}, {'Text': 'Today we were feeling a bit melancholy missing, and reminiscing about our childhoods; so we made it a mission to find an eatery that would take us back to...', 'Rating': 5}]"
Soto’s Mexican Food,4.0,9353 Clairemont Mesa Blvd,,dy1dNjNflkL_s8GZ_09X4A,"[{'Text': 'Very authentic flavors!\nThis is our 3rd or 4th time here and thus far, food has not disappointed.\nI ordered the Pechuga de Pollo Empanizada (breaded breast...', 'Rating': 5}, {'Text': 'Hmm, well.... I like the food and staff, but tips do not go to the employees (sad)\nWould have given 4-stars because the food is good and staff Mos friendly,...', 'Rating': 3}, {'Text': ""Just came for for dinner and the place was empty at 5:30 pm. There are no prices on the menu and you had to ask how much each item is. I don't like asking..."", 'Rating': 2}]"
Medina Moroccan-Baja Kitchen,4.5,2850 El Cajon Blvd,$$,bXJxSKWlmisvsiiZ0XueUQ,"[{'Text': 'Today I ordered:\n1. Cocktail:Casablanca- delicious! Not too sweet or too tart- just the right refreshing minty blend\n2.  Soy asada taco- so flavorful and...', 'Rating': 5}, {'Text': 'What an amazing surprise. The food in this place is full of amazing flavors. Bravo!!!\nIt is definitely a fusion of two lovely cuisines. \nAmbiance is okay...', 'Rating': 4}, {'Text': 'This is a really cute hole in the wall place with some good items on the menu. \n\nFood: the lamb bowl was good and the shakshouka sauce was really yummy and...', 'Rating': 3}]"
Palominos Mexican And Seafood,3.5,9353 Clairemont Mesa Blvd,$,D3RkEG1FblpTWbr7AnGCuA,"[{'Text': 'Fish taco is HUGE. One taco had two large pieces of fried fish and 2 tortillas. It was enough to break the one taco into two for a perfect lunch. \nThe sauce...', 'Rating': 4}, {'Text': ""As of 21 January 2022, this restaurant will be Soto's. The Grand Opening will offer a free carnitas taco - Michoacán style."", 'Rating': 3}, {'Text': ""I know it's new owners but the name hasn't  changed.  Frye food and the service has not gone downhill. Kudos to the new owners of the establishment that..."", 'Rating': 5}]"
Los Panchitos Mexican Food,3.5,3602 Midway Dr,$,IcE1DCtlaReVzj3wbPWMKA,"[{'Text': 'Was heading to the beach with my family and found this gem!!\nI ordered rolled tacos, California burrito and tacos. The food came out fast and the prices...', 'Rating': 5}, {'Text': 'Went last night because we were craving good Mexican food and my brother was in town. About 9:45pm and the lobby was closed to we decided wel come back in...', 'Rating': 3}, {'Text': 'This place is definitely great to dine in and enjoy some quality food. \n\nCarne Asada Fries 5/5: Enjoyed the fresh fries and great quality food! I would...', 'Rating': 5}]"
The Blind Burro,4.0,639 J St,$$,AwNxc3duBdXJRYb_zVgQ0g,"[{'Text': 'One of my favorite meals of this San Diego trip! I made a reservation well in advance for our party of 11 and when we arrived, we were seated at a beautiful...', 'Rating': 5}, {'Text': 'We came in as part of a larger party with catering, so this might not be the best representation of what The Blind Burro has to offer if you dine in with...', 'Rating': 3}, {'Text': ""To be honest, I probably would have never come here if it wasn't for my team lunch. I don't go to many Mexican restaurants near Gaslamp or Petco park, as I..."", 'Rating': 4}]"
El Portal Fresh Mexican Grill,3.5,4101 Genesee Ave,$,mayD3LLTvCnlrsR4_yWb7w,"[{'Text': ""I've been coming to El Portal for years. \n\nIt's just solid San Diego Mexican food. \n\nNo rice in the burritos. Massive nachos plate. The caldo de res (soup)..."", 'Rating': 4}, {'Text': 'There are dozens, hundreds, thousands, perhaps millions of different taco shops to choose from in San Diego. And most of them pretty much have the same menu...', 'Rating': 5}, {'Text': 'Have eaten at El Portal for years but the last two times, while the food is still good, the same young man at the counter taking orders has been sullen,...', 'Rating': 2}]"
Filiberto’s Mexican Food,3.5,9290 Clairemont Mesa Blvd,$$,DL_0Ix2caOpzQK3nxLFiog,"[{'Text': ""Went here despite the 3 star reviews - hubs reminded we've had their food for take out and liked it. Place is typical fast food ambience- nothing special...."", 'Rating': 5}, {'Text': 'Extremely fresh food, clean restaurant, and great service! Seriously impressed. \nCarne asada California burrito is a must-try.', 'Rating': 5}, {'Text': ""AWFUL. maybe you could say it was because we pulled into their drive thru less than 5 minutes until closing. But, honestly, I don't know if that excuses..."", 'Rating': 1}]"
Por Vida,4.5,2146 Logan Ave,$,ev78rFw4sCY9l70TnRy5Gw,"[{'Text': ""The barista is really cool, the art is also amazing, I ordered a Mazapan Latte and it didn't disappoint, I am definitely coming back.\n\nThe place is super..."", 'Rating': 5}, {'Text': ""I'm still giving five stars but w a minor complaint. We've been coming to barrio for a couple of years now and love the vibe. \nBarrio has my favorite burger..."", 'Rating': 5}, {'Text': 'Looked up top coffee shops in San Diego and this came up on a Thrillist list. This was close to me so I decided to check it out.\n\nAMBIANCE:\nParking: Street...', 'Rating': 5}]"
Baja Betty's,4.0,1421 University Ave,$$,JBcHXlwj_T7J9BHIXWpAtw,"[{'Text': 'saul was gr8t\nwe had a blast\nfood/drinks off the charts\nservice off the chainnn\none love baby gurl', 'Rating': 5}, {'Text': 'We were only here for a short minute before heading over to a private event at Humanity!, which was a couple of doors over. We were here around 8:00 PM on a...', 'Rating': 5}, {'Text': 'First came here when I was president of GSA at local community college. I got my school to fund a trip here.\n\nSuper cute inside. I always loved the palm...', 'Rating': 1}]"
Don Roman,4.0,6145 El Cajon Blvd,$,9b7KyVavhVS9LDu6OADgJw,"[{'Text': 'One of the best food deliveries I stumbled upon during one of my munchie cravings: some birria tacos & burritos. \n\nPulled up that Uber Eats app aaaand lo &...', 'Rating': 5}, {'Text': 'This taco shop is located in the same plaza as Vons, Chipotle, Burger King, etc. Lots of parking. Clean interior and friendly service.\n\nI ordered the bean,...', 'Rating': 3}, {'Text': ""Most delicious Don Roman Burrito! Best I've had in a while! Shrimp, chicken AND steak on a huge burrito. More please!"", 'Rating': 5}]"
El Papas Fritas Taco Shop,4.5,5413 Redwood St,,t986f7y6-ipEg_rMNJtJgA,"[{'Text': ""Called in a phone order and not only was the meal prepared in a fast manner, but the customer service was the best I've had in the while. The cashier..."", 'Rating': 5}, {'Text': ""$13 for a burrito but it's HUGE. The way I gasped when it was getting served lol. The flavor was so good too! Definitely will be coming back. I was able to..."", 'Rating': 5}, {'Text': 'Truly the BEST!! Great service and Food is DELICIOUS!\nOwner is very nice and executes the foods very fast!', 'Rating': 5}]"
Taco Time,4.5,6882 Linda Vista Rd,$,2HZnqrM_yLDd4s9MePXYKw,"[{'Text': ""Why hasn't anyone  told me about Taco time until today! Wow what a hidden gem  food truck! I'm\nA huge fan of authentic Mexican food and I have found very..."", 'Rating': 5}, {'Text': 'This place is great for a late night snack! The people are always so nice and they speak English and Spanish. They also take card and they have self serve...', 'Rating': 5}, {'Text': 'This truck is less than a quarter-mile from my front door, they stay open to 11:30 pm daily and the food tastes great!!! Only two bucks for any taco. The...', 'Rating': 5}]"
Burros & Fries Kearny Mesa,3.5,9211 Clairemont Mesa Blvd,$$,jxVkC6R-pFiH7LjYwplGfA,"[{'Text': ""I love burros and fries.  Their surf n turf burrito is the bomb!  I need to try the breakfast items.  I've heard they are awesome"", 'Rating': 4}, {'Text': ""We ordered a few different item from the menu. It is overpriced for the quality of food. I'll start off with the flautas. They were alright. Toppings are on..."", 'Rating': 3}, {'Text': ""We're always on a hunt for a good carne asada burrito and was so happy to try this place. Unfortunately, we were very disappointed.\n\nThe Carne Asada Burro..."", 'Rating': 2}]"
Huapangos,3.5,3693 5th Ave,$$,a26o6qqqbq-bAPo1HHTQTg,"[{'Text': 'My friend and I stopped in for a quick drink, while we waited for a table at a nearby restaurant. We sat in the bar and bartender was attentive and quick to...', 'Rating': 5}, {'Text': 'Wife and I stopped in on a Friday before the dinner rush. We were greeted promptly and sat at a table on the left by the window. We took a while to order...', 'Rating': 2}, {'Text': 'Came in on Sunday where most places were a hour wait in the area. We walked by this spot- they said no wait. I quickly found out why. \nWe were sat right...', 'Rating': 1}]"
El Rancho,4.5,8001 Mission Gorge Rd,$$,1u3C3Z3XUwSS-FP7kRXzAg,"[{'Text': ""I've had the Chile rellenos.  They are great.  Sometimes I get them ala Carte & other times with rice & beans...\n\nVery good"", 'Rating': 5}, {'Text': 'Food was good. We got chili relleno, enchiladas, shrimp burritos, shrimp tacos, and surf and turf. \nVibes inside is clean and new which was nice. \nFood I...', 'Rating': 4}, {'Text': ""I've been telling my wife Becky that Santee needs a dine-in Mexican restaurant that has a good bar.\n(I mean we do have Marieta's and we love Marieta's, but..."", 'Rating': 4}]"
Lucha Libre Taco Shop,3.5,3016 University Ave,$,D9kToJot3AEfW5otKlEv1A,"[{'Text': ""Haven't been here in a couple years and happened to be in the neighborhood, so I thought I would stop by one of my favorite taco spots and get a couple..."", 'Rating': 5}, {'Text': ""What a bummer. This place really disappoints. Overpriced. Lacks flavor. Tiny portions. \n\nService was fine; ambiance is cute. But that doesn't matter when..."", 'Rating': 1}, {'Text': 'WHAT THE FUCK HAPPENED TO MY BELOVED CITY ? \n\nMy wife and I moved from San Diego almost 2 years ago. I literally can not believe how much the vibe of this...', 'Rating': 1}]"
Papas & Tacos Mexican Food,4.0,2239 1st Ave,$,iDuXy_V9bYDdxq1xTw-WTQ,"[{'Text': 'I had some work done across street on my car and came for breakfast burrito.  I understand the one complaint about portion serving.  Honestly I thought the...', 'Rating': 4}, {'Text': ""I go here all the time. The quesadillas are a great lunch item. The breakfast burritos and delicious. The tacos and salsa are also mouthwatering. \nYou can't..."", 'Rating': 5}, {'Text': 'Forget the haunted house. \n\n\nHow about the haunted taco shop.\nThere is no other taco shop eatery that combines Dias de los muertos and Halloween under the...', 'Rating': 4}]"
Humberto's Taco Shop,4.0,1136 S 43rd St,$$,nae47HC_0iTel79nKRV3SA,"[{'Text': 'Best adobada and carnitas burrito. Green salsa is always good. The service there is always super fast and very nice. Always get a smile when I visit.', 'Rating': 5}, {'Text': 'Authentic Mexican food has fully been missed.\nLiving In Dallas for over a decade, I mostly only\nGet home sick when I start craving Mexican food/taco...', 'Rating': 5}, {'Text': ""This little taco shop is legit! It's your classic hole in wall type place with delicious food.  Inside definitely looks a little run down and the burglar..."", 'Rating': 5}]"
Porkyland Mexican Grill- Torrey Hills,3.5,4645 Carmel Mountain Rd.,$,TZYYN4qIQN4HYDUuOva9nw,"[{'Text': 'This taco shop is the best in Carmel Valley! I come here all the time and you get what you pay for. They are fast and great customer service. If you love...', 'Rating': 5}, {'Text': 'I just picked up a container of rice and a container of beans and paid $31!  What in the world??  Isn\'t rice and beans considered ""poor"" food??  Very...', 'Rating': 1}, {'Text': ""Came to this spot to charge the car. In front of the Tesla super chargers was a sign saying that they'll give you a 10% discount while you charge. Great! So..."", 'Rating': 3}]"
Taco Fiesta,3.0,6201 Mission Gorge Rd,$$,5qF62N738Laj1W07Ev6hRg,"[{'Text': 'Appreciate the drive through (which I feel is majority of orders but they do also have walk-up). Easy to find on the corner of the street. Variety of items...', 'Rating': 4}, {'Text': 'Nothing too crazy. Typical mexican food. \nThis has become my local Taco shop since moving to the area. \nSo far all the food Ive gotten here has been good....', 'Rating': 3}, {'Text': ""I haven't tried much of their menu, but the tacos are super good. \nTheir Tacos are tasty!"", 'Rating': 4}]"
El Indio Mexican Restaurant,3.5,3695 India St,$$,cWIjz3FKD5H5dlLvjsDEoA,"[{'Text': ""Made a special trip here because of all the hypes. It's worth the hype.\nThis place has been in business for 82 years.  You order your food first and then..."", 'Rating': 4}, {'Text': ""To be fair, I'm going to state that I only tried the tacos and burritos, due to catering for work.  The tacos were pretty good, as were the burritos.  The..."", 'Rating': 3}, {'Text': 'A classic institution in San Diego for Mexican food. No frills, but outstanding tamales, tacos, enchiladas, and  chile relleno. \n\nI highly recommend El Indio!', 'Rating': 5}]"
Trattoria Don Pietro,4.5,2415 San Diego Ave,$$,pR-Eb1vsruTpQ5KhEs81OQ,"[{'Text': 'Something about a random adventure is best shared with ROBINSON as our concierge for this moment of fine dining with a taste of Sicily.... Thanks for this...', 'Rating': 5}, {'Text': 'Sam is the best!! we had the best time at our birthday dinner and his service was amazing! also the drinks and food were so good. we recommend the pop star...', 'Rating': 5}, {'Text': 'Oh my goodness best served ever and amazing meatballs !!! ROBINSON was the best waiter I hope we get served by him again!!!', 'Rating': 4}]"
Jimmy Carter's Mexican Cafe,4.0,3172 5th Ave,$$,N3aGNln4jjAfdDlIu-9uWw,"[{'Text': ""Lived in San Diego for many years and moved away in 2015. Came back to visit for a friend's birthday and stayed at a nearby hotel. Came to Jimmy Carter's..."", 'Rating': 5}, {'Text': ""First time at Jimmy Carter's which came highly recommended. First thoughts, the complimentary chips and salsa were great. The two salsas they brought out..."", 'Rating': 3}, {'Text': 'Overall, the food was good.  Not great, but good.  Their chips and salsa were very good, though even the mild salsa was a bit hot for some people (I liked...', 'Rating': 4}]"
Mike's Taco Club,4.5,5060 Newport Ave,$,OEuaXlUCRD3c5pOS5knIcg,"[{'Text': ""If you're in Ocean Beach and looking for some delicious Mexican food, then Mike's Taco Club is a must-visit. I recently tried their California burrito and..."", 'Rating': 5}, {'Text': ""I would go planes, trains, and automobiles if that's what it took to get Mike's carne asada fries! This is one of my favorite taco shops and cannot..."", 'Rating': 5}, {'Text': ""A LOT of food for a very fair price. If you are in OB and looking for a quick bite to eat, put Mike's Taco Club on your list. \n\nThe place is always crowded..."", 'Rating': 5}]"
South Beach Bar & Grille,4.0,5059 Newport Ave,$$,RkuubU30kfYr-NzHM4BGfg,"[{'Text': 'We were recommended this place by a family member, and let me tell you, it did not dissapoint! Everything we ordered was fresh and delicious! The calamari...', 'Rating': 5}, {'Text': 'Beautiful spot for lunch with a view of the ocean. \nFood and drinks were great and a good price. I would recommend checking it out if your visiting town....', 'Rating': 5}, {'Text': 'We stopped by here over the weekend for lunch for the first time and our experience overall was a mixed bag. \n\nThe fish tacos we ordered were pretty good...', 'Rating': 3}]"
Ponces Mexican Restaurant Del Sur,3.5,16480 Paseo Del Sur,$$,dRjX4Zb5OL-wIxXIWBRjVg,"[{'Text': ""We came here last Friday night for dinner and drinks. Ponces is now taking orders at tables and we had a fantastic waiter! I didn't catch his name but he..."", 'Rating': 5}, {'Text': 'We came here for the convenience and last minute.  Sorry the food is worse than my cooking!  If my husband complains and said my cooking is better  then...', 'Rating': 1}, {'Text': ""What a great experience at Ponce's the other day!  Their happy hour specials are awesome...$5 beers, $6 house margaritas (not weak like you might think),..."", 'Rating': 5}]"
Tamarindo Del Mar,4.0,1555 Camino Del Mar,$$,gjZHAw6qIkUaCpnPegA8fA,"[{'Text': 'Great food and service. I really enjoyed the mescal margaritas and Love and loved the chicken Mole. Rachael served our table and was a great server and I...', 'Rating': 5}, {'Text': ""Tawn was amazing!! Very attentive and friendly. Molcajete is a must!! And can't forget the MARGs!! The breeders marg--OMG!!"", 'Rating': 5}, {'Text': 'Great food paired by excellent service. Rachel was awesome and shared great suggestions.', 'Rating': 5}]"
Sunnie's Ocean Beach Local Mexican Cuisine & Coffee,4.5,4723 Point Loma Ave,$,ydpk0BhDyHwNNpniF4J3BQ,"[{'Text': 'Fire burritos and tacos. Cali Baja burrito was my favorite. Matt liked the carnita tacos.', 'Rating': 5}, {'Text': 'Best service amazing food and great location \nWould defintely recommend and go multiple times\nVery home feel', 'Rating': 5}, {'Text': ""A local Mexican restaurant near the beach if you want to eat with a view. \n\nWe came on Friday night and noticed the place was packed. We weren't greeted as..."", 'Rating': 3}]"
Yesenia's Mexican Food,4.5,12075 Carmel Mountain Rd,$,HyOklQilKbyfM40nuFaMvg,"[{'Text': 'Fast but fresh!  \n\nOur whole family loves this place!  The carne asada street tacos were delicious and the California burrito was full of meat with a super...', 'Rating': 5}, {'Text': ""I was craving for a burrito and I stopped here. I sure was glad that I did. Being out in this area of town, I am always skeptical of taco shops. Yesenia's..."", 'Rating': 4}, {'Text': ""I grew up in San Diego and Yesenia's is highly recommended by myself and my friends who also grew up in the area. I've had the shrimp burrito and the fish..."", 'Rating': 5}]"
Ruriberto's Taco Shop,3.5,3202 Mission Blvd,$,lfOv3T15_aeSLydomYD22w,"[{'Text': ""I love coming to Ruriberto's whenever I go to Mission Beach! Quick and friendly service. \n\nMy go-to order is the adobada tacos (comes with two) with the..."", 'Rating': 5}, {'Text': ""Went down to mission bay and figured I'd grab some Mexican food for the family. TL:DR: Should've gone to the ones closer to my house. \n\nThis place is..."", 'Rating': 2}, {'Text': ""Pricey but that's what you get for a location directly across from Belmont park and a block off the beach. The carne asada fries. My friend and k both got..."", 'Rating': 4}]"
Los Primos Mexican Food,2.5,7770 Regents Rd,$,BzJayqtoZVZ0CLPUu-x1Rg,"[{'Text': ""There's not a lot of options for Mexican food in La Jolla, so when I'm craving a breakfast burrito, my options are limited. Los Primos came up as one of my..."", 'Rating': 4}, {'Text': ""This was my 1st time & I got 2 fish tacos & they happily made them on flour tortillas (I know I'm strange-just not a fan of corn) & they were fresh & tasty...."", 'Rating': 5}, {'Text': ""Three strikes and your out. I literally Dow loaded this app only to give this review. That's how heated I am. I've been here 3 times and each time I was..."", 'Rating': 1}]"
Filiberto's Mexican Food,3.0,2399 Ulric St,$,vd4f8cPQMv_Etv9caw0r9A,"[{'Text': ""This place has been in Linda Vista forever. You're not gonna have the best meal of your life here and it won't be the worst. The food is fresh and they have..."", 'Rating': 4}, {'Text': 'Five star for my breakfast burrito. I asked for bacon extra crispy added sour cream and potatoes it was one of the best. They caught me off guard I have not...', 'Rating': 5}, {'Text': ""Definitely a great place to check out.  I ordered the surf n turf burrito and it was delicious. The Wait wasn't a problem since it was busy."", 'Rating': 4}]"
Los Panchos Taco Shop,3.5,2130 Birch Rd,$,i1VhMvxG82KQMGGveTJJ7A,"[{'Text': 'Delicious food, good customer service, and provides more variety than most Mexican fast food places. \n\nI live fairly close and to be honest, no fast food...', 'Rating': 5}, {'Text': ""Uncooked fish in my Cabo fish burrito. Not too many redeeming factors about this place, sadly. Wouldn't recommend to a prison inmate.\n\nService was great"", 'Rating': 1}, {'Text': 'Completely inedible and a waste of money. Whoever the cook was tonight burned the fish in my burrito.  It was so burned  that it smelled like charcoal.  We...', 'Rating': 1}]"
Nico's Mexican Food,4.0,5151 Morena Pl,$,98a5c0qd9t7O7BhYHCP-Cw,"[{'Text': ""I can't believe I've never been here. San Diego native & it was my first time. \nI ordered the California burrito & added guacamole. It was so delicious! The..."", 'Rating': 5}, {'Text': 'Place was a-okay. Has a very small one way parking lot on the side of the building. As you leave note the wicked chucky doll in the window at the residence...', 'Rating': 3}, {'Text': 'I\'m not from the San Diego area, however when I asked some friends that he been here for 30+ years they all agree ""you\'ve gotta get a breakfast burrito from...', 'Rating': 5}]"
Chile Peppers Mexican Eatery - Scripps Ranch,4.0,10299 Scripps Trl,$,GasRk8q7kR0pYAKuOYoQ5Q,"[{'Text': 'Great customer service, and super convenient if you live in Scripps Ranch. Also, the salsas are pretty darn good.', 'Rating': 5}, {'Text': ""I would definitely skip this place if you can. It's not horrible but it's not authentic either. I like trying new taco shops I haven't been to, too find my..."", 'Rating': 3}, {'Text': ""Friendly atmosphere and good taco salad.  I wasn't especially thrilled about the rolled tacos and wouldn't recommend them.  My entire party did like the..."", 'Rating': 4}]"
