business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
c1xuic_qvUfSIr-if6nSUQ,Relais de Paris,734 State St,Santa Barbara,CA,93101,34.4196085,-119.6989832,4.0,135,0,"{'NoiseLevel': ""u'average'"", 'WiFi': ""'no'"", 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'romantic': True, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'False', 'BikeParking': 'True', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'False', 'HasTV': 'False', 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","French, Food, Restaurants","{'Tuesday': '12:0-20:30', 'Wednesday': '12:0-20:30', 'Thursday': '12:0-20:30', 'Friday': '12:0-21:30', 'Saturday': '10:0-21:30', 'Sunday': '10:0-20:30'}"
HKpj4WhMCtcpkaMhBtpACQ,"Cynthia Copeland, DDS,AIAOMT - Whole Health Dentistry",1824 State St,Santa Barbara,CA,93101,34.4296386,-119.7126727,4.5,10,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True'}","Health & Medical, General Dentistry, Dentists, Cosmetic Dentists, Orthodontists","{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0'}"
NG3SFWgDgjMMpIJoQoQ3XQ,MJ Cafe,6985 Santa Felicia Dr,Goleta,CA,93117,34.4256109,-119.8711245,5.0,11,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'OutdoorSeating': 'True', 'HappyHour': 'True', 'DogsAllowed': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True'}","Food, Coffee & Tea, Restaurants, American (New), Beer, Wine & Spirits, Breakfast & Brunch, Pizza",
KSwm9WA4we2qi4TmMASNfA,Town and Country Event Rentals,"1 N Calle Cesar Chavez, Ste 7",Santa Barbara,CA,93103,34.4179758033,-119.6834139,5.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Event Planning & Services, Party Equipment Rentals","{'Monday': '9:0-16:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0'}"
DnqMITzlJwE4io3FKI8CiQ,UC Santa Barbara Family Vacation Center,Ucsb Alumni Association,Santa Barbara,CA,93106,34.41742,-119.845692,5.0,84,1,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
onLwomlGswMhhmOEAeAVEg,The Spot,389 Linden Ave,Carpinteria,CA,93013,34.3955078,-119.5229039,3.5,381,1,"{'Alcohol': ""u'none'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'False', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'HappyHour': 'False', 'BusinessAcceptsBitcoin': 'False', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'True', 'BYOB': 'False', 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Mexican, American (Traditional), Burgers, Restaurants","{'Monday': '10:0-16:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-17:0'}"
k2w1yadyMUF0NKRjx23oGQ,Montecito Bank & Trust,6900 Hollister Ave,Goleta,CA,93117,34.4304879,-119.870094,4.0,7,1,,"Financial Services, Banks & Credit Unions","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-15:0'}"
T33982lrqDobYvS-WX2ltg,Sensational Pets,3433 State St,Santa Barbara,CA,93105,34.44006,-119.737794,4.5,33,1,{'GoodForKids': 'True'},"Aquariums, Pet Services, Pet Sitting, Active Life, Pet Stores, Pets","{'Monday': '0:0-0:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-15:0', 'Thursday': '9:0-15:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0'}"
XHxAIQR-QAz6j1RMaz_J1A,Giovanni's of Santa Barbara,3020 State St,Santa Barbara,CA,93105,34.4405277,-119.7290589,3.5,131,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'True', 'GoodForKids': 'True', 'WiFi': ""'no'"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'ByAppointmentOnly': 'False', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': False}"", 'NoiseLevel': ""u'average'""}","Pizza, Restaurants, Sandwiches, Salad","{'Monday': '0:0-0:0', 'Tuesday': '14:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
9X2EBlnHThd35sWzHNk6Qw,Friendship Manor,6647 El Colegio Rd,Goleta,CA,93117,34.4167668,-119.8599128,3.5,6,1,,"Apartments, Real Estate, Home Services",
IfvmZrPV765uXqGNN4DLjg,Mary Jane Photography,,Santa Barbara,CA,93101,34.420334,-119.7107494,5.0,9,1,{'BusinessAcceptsCreditCards': 'True'},"Event Planning & Services, Photographers, Event Photography, Session Photography",
wycITYNNlYIKPq_zv2-8mQ,Pacific Oaks Apartments,7170 Davenport Rd,Goleta,CA,93117,34.4285828753,-119.8780456288,3.0,16,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Home Services, Real Estate, Apartments","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-17:0'}"
2N6-zI2BNZwlw3ZmRIYbqw,De La Vina Shoe Repair,1930 De La Vina St,Santa Barbara,CA,93101,34.4286942311,-119.716479704,3.5,28,0,{'BusinessAcceptsCreditCards': 'True'},"Local Services, Shoe Repair, Shoe Shine","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-19:0'}"
nMn4CTJQPXqpgLltYQrxMA,Cajé Coffee Roasters - Haley St,416 E Haley St,Santa Barbara,CA,93101,34.4214524,-119.690428,4.5,240,1,"{'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'DogsAllowed': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'False', 'Caters': 'True', 'HasTV': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': False, u'touristy': False, u'trendy': False, u'intimate': False, u'romantic': False, u'classy': True, u'upscale': False}"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True'}","Coffee Roasteries, Acai Bowls, Food, Coffee & Tea, Sandwiches, Bagels, Restaurants, Cafes","{'Monday': '7:30-15:0', 'Tuesday': '7:30-15:0', 'Wednesday': '7:30-15:0', 'Thursday': '7:30-15:0', 'Friday': '7:30-15:0', 'Saturday': '7:30-15:0', 'Sunday': '7:30-15:0'}"
vFTf9qG8QnGIIcfU8VkO8w,Coastal Concierge,"27 W Anapamu St, Ste 122",Santa Barbara,CA,93101,34.4224525,-119.7049972,5.0,16,1,,"Wine Tours, Hotels & Travel, Tours, Transportation, Limos, Event Planning & Services","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}"
haMQo__sLyQgNAjVKfSwfQ,Zia Group,,Santa Barbara,CA,93101,34.4190051794,-119.7091746371,5.0,55,1,"{'BusinessAcceptsCreditCards': 'False', 'ByAppointmentOnly': 'False'}","Real Estate Agents, Real Estate, Home Services, Real Estate Services","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0'}"
NQy23QzNWwtQfFCOMUJxvg,Positively Electrical,,Santa Barbara,CA,93110,34.5084312,-119.7310213,5.0,29,1,"{'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Security Systems, Lighting Fixtures & Equipment, Electricians, Home Services, Solar Installation","{'Monday': '0:0-0:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
DXwZPFOVW0E-Dh3PG8cAlQ,GNC,7044 Marketplace Drive,Goleta,CA,93111,34.429544,-119.872986,2.5,6,1,"{'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '4', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Shopping, Health Markets, Food, Health & Medical, Vitamins & Supplements, Nutritionists, Specialty Food","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-17:0'}"
Qu2boQf_Ay0yf1_NHtAC7w,Drayton Automotive,436 State St,Santa Barbara,CA,93101,34.4168731,-119.6951394,1.0,5,0,,"Auto Repair, Automotive","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
jz-SIdTOoOp8JAUXqECK_g,American Apparel,733 State St,Santa Barbara,CA,93101,34.4192285,-119.6992415,4.0,5,0,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'False'}","Men's Clothing, Fashion, Women's Clothing, Shopping, Accessories","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-20:0'}"
9YFeX5sbn785n31iR3I77Q,Happy Cow Cookies,,Santa Barbara,CA,93101,34.420334,-119.7107494,5.0,10,0,,"Food, Caterers, Event Planning & Services, Bakeries, Desserts, Food Delivery Services",
UVF59iJepR3kpuG-1HMiQA,Secret Garden Inn & Cottages,1908 Bath St,Santa Barbara,CA,93101,34.4272406,-119.716988,3.5,109,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Bed & Breakfast, Hotels & Travel, Hotels","{'Monday': '15:0-19:0', 'Tuesday': '15:0-19:0', 'Wednesday': '15:0-19:0', 'Thursday': '15:0-19:0', 'Friday': '15:0-19:0', 'Saturday': '15:0-19:0', 'Sunday': '15:0-19:0'}"
_cY5rIFjxF2DeLxaSM8qAQ,Orangetheory Fitness Santa Barbara - Goleta,5700 Calle Real,Goleta,CA,93117,34.4416372,-119.8241867,4.5,41,1,"{'BikeParking': 'True', 'WheelchairAccessible': 'True', 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True'}","Active Life, Gyms, Boot Camps, Trainers, Fitness & Instruction","{'Monday': '0:0-0:0', 'Tuesday': '5:0-20:0', 'Wednesday': '5:0-20:0', 'Thursday': '5:0-20:0', 'Friday': '5:0-19:0', 'Saturday': '7:0-12:0', 'Sunday': '7:30-12:0'}"
lvV8nlpLcTADBni2tSSv7g,"Dentistry in Paradise-Kevin Miller, DDS","122 Patterson Ave, Bldg B Fl 1",Santa Barbara,CA,93111,34.4377205,-119.808172,5.0,39,1,"{'ByAppointmentOnly': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'AcceptsInsurance': 'True'}","Periodontists, Cosmetic Dentists, Dentists, General Dentistry, Health & Medical","{'Monday': '8:30-17:0', 'Tuesday': '8:30-17:0', 'Wednesday': '8:30-17:0', 'Thursday': '8:30-17:0'}"
Ksz_jsyyK3Zjlq_Cz81ZBA,Adama Vegan Comfort Cuisine,428 Chapala St,Santa Barbara,CA,93101,34.415687561,-119.6960067749,4.0,238,0,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'HasTV': 'False', 'Caters': 'True', 'HappyHour': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2'}","Restaurants, Vegetarian, Vegan","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}"
ejqpFQ0dwO7AZhxTO9fySg,Bossie's Kitchen,901 N Milpas St,Santa Barbara,CA,93103,34.4299488,-119.6907914,4.5,140,1,"{'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsPriceRange2': '2', 'BusinessParking': 'None', 'HappyHour': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'no'"", 'BYOB': 'False', 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{u'divey': False, u'hipster': True, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': False}"", 'RestaurantsDelivery': 'True'}","Farmers Market, American (Traditional), American (New), Food, Restaurants","{'Monday': '0:0-0:0', 'Wednesday': '17:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '11:30-17:0', 'Saturday': '17:0-20:30', 'Sunday': '17:0-20:0'}"
tA1IXs5GeNAqnJgaD4ajZA,Rusty's Pizza Parlor,5934 Calle Real,Goleta,CA,93117,34.4418261,-119.8286821,3.5,46,1,"{'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsTableService': 'False', 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': True, u'validated': None}"", 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'Alcohol': ""'beer_and_wine'"", 'HasTV': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': False, u'intimate': None, u'romantic': None, u'classy': False, u'upscale': False}"", 'WheelchairAccessible': 'True'}","Restaurants, Salad, Pizza, Chicken Wings","{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}"
ghLjxj4HoSHdflBEz2lIqA,Gelson's,3305 State St,Santa Barbara,CA,93105,34.439341,-119.735118,3.5,110,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'WiFi': ""'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': True, 'classy': True, 'casual': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True'}","Bakeries, Restaurants, Delis, Grocery, Specialty Food, Health Markets, Beer, Wine & Spirits, Food, American (New)","{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-20:0'}"
5lGOPqwxBNR9hfA9mFr2vA,Mac N Cheese After Dark,423 State St,Santa Barbara,CA,93101,34.416198,-119.6951589,4.5,140,0,"{'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'GoodForKids': 'False', 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'loud'"", 'WheelchairAccessible': 'True', 'Caters': 'True', 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'None', 'HappyHour': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True'}","Nightlife, Soul Food, Restaurants, Comfort Food, Local Flavor","{'Monday': '17:0-0:0', 'Thursday': '18:0-22:0', 'Friday': '18:0-22:0', 'Saturday': '18:0-22:0'}"
JjNejuk84OdPCJsmYMK4iA,Montecito Village Travel,3329 State St,Santa Barbara,CA,93105,34.439849,-119.7359487,4.5,9,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Event Planning & Services, Travel Services, Travel Agents, Hotels, Hotels & Travel","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
gRP2B9uMhpoOr7oCWQ-qwg,Lana Nails & Spa,887 Linden Ave,Carpinteria,CA,93013,34.3982121,-119.5195454,4.5,253,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'True', 'NoiseLevel': ""u'quiet'"", 'BusinessAcceptsCreditCards': 'True'}","Skin Care, Waxing, Hair Removal, Eyelash Service, Nail Salons, Beauty & Spas, Shopping, Cosmetics & Beauty Supply","{'Monday': '0:0-0:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-17:0', 'Sunday': '11:0-17:0'}"
dsmp50IKQufbf1CaKl9iRw,La Cumbre Animal Hospital,3910 State St,Santa Barbara,CA,93105,34.4407092669,-119.7519481,4.5,80,1,,"Pets, Veterinarians","{'Monday': '0:0-0:0', 'Tuesday': '7:45-15:0', 'Wednesday': '8:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '8:0-17:30', 'Saturday': '9:0-16:0'}"
iAeHykjHzvchWTJGgb-7qQ,Regrout,"168 Camino De Vida, Apt A",Santa Barbara,CA,93111,34.4397139,-119.7897007,2.0,5,1,,"Home Services, Grout Services",
JW4KT7Ia8QHd1cimMatkhQ,AutoSounds,1024 De La Vina St,Santa Barbara,CA,93101,34.4202404,-119.7047585,3.5,12,1,{'BusinessAcceptsCreditCards': 'True'},"Car Window Tinting, Auto Glass Services, Wheel & Rim Repair, Car Stereo Installation, Automotive","{'Monday': '0:0-0:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0'}"
ZZQs5sQpWnYOfolSb3CXMA,Mason Beach Inn,324 W Mason St,Santa Barbara,CA,93101,34.4094606,-119.6947742,3.5,122,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Event Planning & Services, Hotels, Bed & Breakfast","{'Monday': '7:0-7:0', 'Tuesday': '7:0-7:0', 'Wednesday': '7:0-7:0', 'Thursday': '7:0-7:0', 'Friday': '7:0-7:0', 'Saturday': '7:0-7:0', 'Sunday': '7:0-7:0'}"
hFfL3S0wdeFJYrFvPblJmA,Kiss Kiss Makeup by Melinda Diaz,,Santa Barbara,CA,93101,34.420334,-119.7107494,5.0,5,1,,"Beauty & Spas, Makeup Artists","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}"
5RQ_yc_KbxX5KxTazdDe-g,City Market,501 Linden Ave,Carpinteria,CA,93013,34.3963694,-119.5218449,4.5,6,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'WheelchairAccessible': 'True'}","Convenience Stores, Food, Beer, Wine & Spirits","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-0:0', 'Saturday': '7:0-0:0', 'Sunday': '7:0-23:0'}"
jRUMx5_klPfszKmB9PmEgQ,Bella Rosa Galleries,"1103 State St, Ste A",Santa Barbara,CA,93101,34.4224619,-119.7032676,5.0,48,1,"{'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '3', 'WheelchairAccessible': 'True', 'DogsAllowed': 'True'}","Used, Vintage & Consignment, Local Services, Accessories, Fashion, Jewelry, Antiques, Jewelry Repair, Arts & Entertainment, Art Galleries, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-17:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-16:0', 'Saturday': '11:0-17:0', 'Sunday': '11:0-17:0'}"
UAt42UOX6yUWtgg22i7p-g,Santa Barbara DMV,535 Castillo St,Santa Barbara,CA,93101,34.4131085,-119.7013217,2.5,27,1,,"Departments of Motor Vehicles, Public Services & Government","{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}"
V8dZigOlI5fjpRxgOWwY3g,Santa Barbara Backroads Wine Tours,"27 W Anapamu St, Ste 226",Santa Barbara,CA,93101,34.4224525,-119.7050212,4.5,36,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'ByAppointmentOnly': 'False', 'GoodForKids': 'False'}","Food, Arts & Entertainment, Wine Tours, Hotels & Travel, Wineries, Tours","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}"
idi-W3_au-lXyJQmHTmhAg,Chilangos,503 State St,Santa Barbara,CA,93101,34.4168527,-119.6958051,3.5,5,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}","Restaurants, Mexican",
